# day,hour,isoprene,MBO,pinenes,ocimenes,carene,limonene,cymene,camphor,b-caryophyllene,longifolene,methanol,acetone,acetaldehyde and ethanol,formic acid; acetic acid; pyruvic acid,ethene; ethane,methacrolein,linalool,other VOC,CO
200.000,  0.000,  0.000,  0.000,  0.410,  0.031,  0.164,  0.246,  0.150,  0.205,  0.012,  0.054,  0.000,  0.491,  0.124,  0.082,  1.637,  0.027,  0.007,  0.491,  0.000
200.000,  0.500,  0.000,  0.000,  0.475,  0.036,  0.190,  0.285,  0.174,  0.237,  0.013,  0.057,  0.000,  0.525,  0.134,  0.089,  1.751,  0.029,  0.007,  0.525,  0.000
200.000,  1.000,  0.000,  0.000,  0.405,  0.030,  0.162,  0.243,  0.149,  0.203,  0.012,  0.052,  0.000,  0.486,  0.121,  0.081,  1.621,  0.027,  0.007,  0.486,  0.000
200.000,  1.500,  0.000,  0.000,  0.415,  0.031,  0.166,  0.249,  0.152,  0.208,  0.013,  0.054,  0.000,  0.498,  0.125,  0.083,  1.661,  0.028,  0.007,  0.498,  0.000
200.000,  2.000,  0.000,  0.000,  0.378,  0.028,  0.151,  0.227,  0.138,  0.189,  0.011,  0.046,  0.000,  0.453,  0.110,  0.074,  1.511,  0.025,  0.006,  0.453,  0.000
200.000,  2.500,  0.000,  0.000,  0.399,  0.030,  0.159,  0.239,  0.146,  0.199,  0.012,  0.051,  0.000,  0.478,  0.118,  0.079,  1.595,  0.027,  0.007,  0.478,  0.000
200.000,  3.000,  0.000,  0.000,  0.363,  0.027,  0.145,  0.218,  0.133,  0.181,  0.010,  0.043,  0.000,  0.435,  0.105,  0.070,  1.451,  0.024,  0.006,  0.435,  0.000
200.000,  3.500,  0.000,  0.000,  0.369,  0.028,  0.147,  0.221,  0.135,  0.184,  0.010,  0.044,  0.000,  0.442,  0.107,  0.071,  1.474,  0.025,  0.006,  0.442,  0.000
200.000,  4.000,  0.000,  0.000,  0.350,  0.026,  0.140,  0.210,  0.128,  0.175,  0.009,  0.041,  0.000,  0.419,  0.100,  0.067,  1.398,  0.023,  0.006,  0.419,  0.000
200.000,  4.500,  0.000,  0.000,  0.358,  0.027,  0.143,  0.215,  0.131,  0.179,  0.010,  0.042,  0.000,  0.429,  0.103,  0.069,  1.431,  0.024,  0.006,  0.429,  0.000
200.000,  5.000,  5.907,  0.000,  0.474,  0.081,  0.149,  0.244,  0.174,  0.186,  0.012,  0.051,  0.812,  0.447,  0.186,  0.124,  1.490,  0.025,  0.011,  0.447,  0.002
200.000,  5.500,  1.964,  0.000,  0.391,  0.045,  0.143,  0.221,  0.143,  0.179,  0.010,  0.044,  0.271,  0.429,  0.128,  0.086,  1.429,  0.024,  0.008,  0.429,  0.001
200.000,  6.000, 16.341,  0.000,  0.723,  0.178,  0.179,  0.324,  0.265,  0.224,  0.018,  0.079,  2.145,  0.537,  0.351,  0.234,  1.789,  0.030,  0.021,  0.537,  0.006
200.000,  6.500, 15.182,  0.000,  0.672,  0.168,  0.164,  0.299,  0.246,  0.205,  0.016,  0.068,  2.098,  0.492,  0.322,  0.214,  1.641,  0.027,  0.020,  0.492,  0.006
200.000,  7.000, 31.616,  0.000,  1.116,  0.313,  0.243,  0.466,  0.409,  0.303,  0.032,  0.139,  3.729,  0.728,  0.616,  0.411,  2.426,  0.040,  0.036,  0.728,  0.011
200.000,  7.500, 30.213,  0.000,  1.036,  0.304,  0.214,  0.421,  0.380,  0.267,  0.026,  0.115,  3.844,  0.641,  0.567,  0.378,  2.135,  0.036,  0.034,  0.641,  0.012
200.000,  8.000, 48.766,  0.000,  1.524,  0.455,  0.307,  0.611,  0.559,  0.383,  0.049,  0.212,  5.281,  0.920,  0.911,  0.607,  3.066,  0.051,  0.051,  0.920,  0.016
200.000,  8.500, 46.426,  0.000,  1.434,  0.439,  0.279,  0.566,  0.526,  0.348,  0.042,  0.184,  5.297,  0.836,  0.848,  0.566,  2.787,  0.046,  0.048,  0.836,  0.016
200.000,  9.000, 63.957,  0.000,  1.862,  0.576,  0.357,  0.730,  0.683,  0.446,  0.064,  0.279,  6.537,  1.071,  1.167,  0.778,  3.571,  0.060,  0.063,  1.071,  0.020
200.000,  9.500, 59.742,  0.000,  1.744,  0.546,  0.329,  0.678,  0.639,  0.411,  0.057,  0.245,  6.366,  0.987,  1.079,  0.719,  3.289,  0.055,  0.060,  0.987,  0.019
200.000, 10.000, 72.518,  0.000,  2.043,  0.643,  0.382,  0.790,  0.749,  0.477,  0.073,  0.315,  7.249,  1.144,  1.308,  0.872,  3.815,  0.064,  0.070,  1.144,  0.022
200.000, 10.500, 69.070,  0.000,  1.951,  0.618,  0.361,  0.752,  0.715,  0.452,  0.067,  0.289,  7.077,  1.084,  1.238,  0.826,  3.613,  0.060,  0.067,  1.084,  0.021
200.000, 11.000, 75.165,  0.000,  2.090,  0.665,  0.385,  0.803,  0.766,  0.481,  0.074,  0.321,  7.512,  1.154,  1.346,  0.897,  3.846,  0.064,  0.072,  1.154,  0.023
200.000, 11.500, 76.952,  0.000,  2.129,  0.678,  0.391,  0.817,  0.781,  0.489,  0.076,  0.330,  7.636,  1.173,  1.377,  0.918,  3.910,  0.065,  0.074,  1.173,  0.023
200.000, 12.000, 79.657,  0.000,  2.192,  0.699,  0.402,  0.840,  0.804,  0.503,  0.080,  0.345,  7.819,  1.206,  1.425,  0.950,  4.020,  0.067,  0.076,  1.206,  0.023
200.000, 12.500, 74.403,  0.000,  2.066,  0.660,  0.378,  0.791,  0.758,  0.472,  0.072,  0.312,  7.504,  1.134,  1.327,  0.885,  3.780,  0.063,  0.072,  1.134,  0.023
200.000, 13.000, 79.153,  0.000,  2.182,  0.694,  0.401,  0.837,  0.800,  0.501,  0.079,  0.344,  7.771,  1.202,  1.417,  0.945,  4.008,  0.067,  0.076,  1.202,  0.023
200.000, 13.500, 76.002,  0.000,  2.112,  0.670,  0.390,  0.812,  0.774,  0.487,  0.076,  0.328,  7.528,  1.170,  1.363,  0.909,  3.899,  0.065,  0.073,  1.170,  0.023
200.000, 14.000, 75.645,  0.000,  2.108,  0.668,  0.390,  0.812,  0.773,  0.488,  0.076,  0.328,  7.504,  1.170,  1.359,  0.906,  3.901,  0.065,  0.073,  1.170,  0.023
200.000, 14.500, 69.507,  0.000,  1.966,  0.620,  0.366,  0.760,  0.721,  0.458,  0.068,  0.295,  7.060,  1.099,  1.250,  0.833,  3.663,  0.061,  0.068,  1.099,  0.021
200.000, 15.000, 67.848,  0.000,  1.934,  0.606,  0.364,  0.751,  0.709,  0.455,  0.067,  0.292,  6.872,  1.092,  1.226,  0.817,  3.640,  0.061,  0.066,  1.092,  0.021
200.000, 15.500, 67.340,  0.000,  1.955,  0.599,  0.379,  0.770,  0.717,  0.474,  0.071,  0.308,  6.650,  1.138,  1.238,  0.826,  3.795,  0.063,  0.066,  1.138,  0.020
200.000, 16.000, 59.406,  0.000,  1.784,  0.537,  0.355,  0.712,  0.654,  0.444,  0.063,  0.274,  6.005,  1.065,  1.106,  0.737,  3.551,  0.059,  0.060,  1.065,  0.018
200.000, 16.500, 59.791,  0.000,  1.838,  0.539,  0.379,  0.746,  0.674,  0.474,  0.069,  0.298,  5.863,  1.137,  1.140,  0.760,  3.789,  0.063,  0.060,  1.137,  0.018
200.000, 17.000, 26.912,  0.000,  1.213,  0.271,  0.325,  0.568,  0.445,  0.406,  0.048,  0.208,  2.634,  0.975,  0.649,  0.433,  3.249,  0.054,  0.034,  0.975,  0.008
200.000, 17.500, 46.983,  0.000,  1.577,  0.435,  0.349,  0.664,  0.578,  0.436,  0.058,  0.253,  4.683,  1.046,  0.938,  0.625,  3.488,  0.058,  0.050,  1.046,  0.014
200.000, 18.000, 12.431,  0.000,  0.929,  0.153,  0.297,  0.483,  0.341,  0.372,  0.038,  0.165,  1.228,  0.892,  0.429,  0.286,  2.973,  0.050,  0.022,  0.892,  0.004
200.000, 18.500, 18.578,  0.000,  1.056,  0.204,  0.312,  0.523,  0.387,  0.390,  0.043,  0.186,  1.817,  0.935,  0.526,  0.350,  3.117,  0.052,  0.027,  0.935,  0.005
200.000, 19.000,  0.567,  0.000,  0.657,  0.053,  0.259,  0.391,  0.241,  0.324,  0.027,  0.118,  0.058,  0.778,  0.231,  0.154,  2.593,  0.043,  0.011,  0.778,  0.000
200.000, 19.500,  0.000,  0.000,  0.674,  0.051,  0.270,  0.404,  0.247,  0.337,  0.029,  0.125,  0.000,  0.809,  0.235,  0.157,  2.695,  0.045,  0.011,  0.809,  0.000
200.000, 20.000,  0.000,  0.000,  0.595,  0.045,  0.238,  0.357,  0.218,  0.298,  0.023,  0.101,  0.000,  0.714,  0.200,  0.133,  2.381,  0.040,  0.010,  0.714,  0.000
200.000, 20.500,  0.000,  0.000,  0.622,  0.047,  0.249,  0.373,  0.228,  0.311,  0.025,  0.109,  0.000,  0.747,  0.212,  0.141,  2.490,  0.041,  0.010,  0.747,  0.000
200.000, 21.000,  0.000,  0.000,  0.556,  0.042,  0.222,  0.333,  0.204,  0.278,  0.021,  0.090,  0.000,  0.667,  0.183,  0.122,  2.222,  0.037,  0.009,  0.667,  0.000
200.000, 21.500,  0.000,  0.000,  0.577,  0.043,  0.231,  0.346,  0.211,  0.288,  0.022,  0.096,  0.000,  0.692,  0.192,  0.128,  2.307,  0.038,  0.010,  0.692,  0.000
200.000, 22.000,  0.000,  0.000,  0.505,  0.038,  0.202,  0.303,  0.185,  0.253,  0.018,  0.076,  0.000,  0.606,  0.162,  0.108,  2.022,  0.034,  0.008,  0.606,  0.000
200.000, 22.500,  0.000,  0.000,  0.519,  0.039,  0.208,  0.312,  0.190,  0.260,  0.018,  0.080,  0.000,  0.623,  0.167,  0.112,  2.078,  0.035,  0.009,  0.623,  0.000
200.000, 23.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
200.000, 23.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
201.000,  0.000,  0.000,  0.000,  0.428,  0.032,  0.171,  0.257,  0.157,  0.214,  0.013,  0.057,  0.000,  0.513,  0.130,  0.087,  1.710,  0.028,  0.007,  0.513,  0.000
201.000,  0.500,  0.000,  0.000,  0.440,  0.033,  0.176,  0.264,  0.161,  0.220,  0.014,  0.060,  0.000,  0.528,  0.135,  0.090,  1.760,  0.029,  0.007,  0.528,  0.000
201.000,  1.000,  0.000,  0.000,  0.406,  0.030,  0.163,  0.244,  0.149,  0.203,  0.012,  0.053,  0.000,  0.488,  0.122,  0.081,  1.625,  0.027,  0.007,  0.488,  0.000
201.000,  1.500,  0.000,  0.000,  0.417,  0.031,  0.167,  0.250,  0.153,  0.208,  0.013,  0.055,  0.000,  0.500,  0.126,  0.084,  1.667,  0.028,  0.007,  0.500,  0.000
201.000,  2.000,  0.000,  0.000,  0.388,  0.029,  0.155,  0.233,  0.142,  0.194,  0.011,  0.049,  0.000,  0.465,  0.115,  0.076,  1.551,  0.026,  0.006,  0.465,  0.000
201.000,  2.500,  0.000,  0.000,  0.387,  0.029,  0.155,  0.232,  0.142,  0.193,  0.011,  0.048,  0.000,  0.464,  0.114,  0.076,  1.546,  0.026,  0.006,  0.464,  0.000
201.000,  3.000,  0.000,  0.000,  0.395,  0.030,  0.158,  0.237,  0.145,  0.197,  0.012,  0.050,  0.000,  0.474,  0.117,  0.078,  1.578,  0.026,  0.007,  0.474,  0.000
201.000,  3.500,  0.000,  0.000,  0.408,  0.031,  0.163,  0.245,  0.149,  0.204,  0.012,  0.053,  0.000,  0.489,  0.122,  0.082,  1.631,  0.027,  0.007,  0.489,  0.000
201.000,  4.000,  0.000,  0.000,  0.366,  0.027,  0.146,  0.220,  0.134,  0.183,  0.010,  0.044,  0.000,  0.439,  0.106,  0.071,  1.464,  0.024,  0.006,  0.439,  0.000
201.000,  4.500,  0.000,  0.000,  0.365,  0.027,  0.146,  0.219,  0.134,  0.183,  0.010,  0.044,  0.000,  0.438,  0.106,  0.071,  1.461,  0.024,  0.006,  0.438,  0.000
201.000,  5.000,  1.415,  0.000,  0.374,  0.039,  0.140,  0.215,  0.137,  0.175,  0.010,  0.042,  0.198,  0.420,  0.119,  0.079,  1.399,  0.023,  0.007,  0.420,  0.001
201.000,  5.500,  0.184,  0.000,  0.335,  0.027,  0.133,  0.200,  0.123,  0.166,  0.009,  0.037,  0.026,  0.398,  0.096,  0.064,  1.328,  0.022,  0.006,  0.398,  0.000
201.000,  6.000,  8.494,  0.000,  0.505,  0.105,  0.142,  0.243,  0.185,  0.178,  0.012,  0.050,  1.229,  0.427,  0.214,  0.142,  1.423,  0.024,  0.013,  0.427,  0.004
201.000,  6.500,  4.313,  0.000,  0.408,  0.065,  0.133,  0.215,  0.150,  0.166,  0.010,  0.041,  0.629,  0.399,  0.150,  0.100,  1.329,  0.022,  0.009,  0.399,  0.002
201.000,  7.000, 16.476,  0.000,  0.711,  0.180,  0.172,  0.314,  0.261,  0.215,  0.017,  0.074,  2.245,  0.515,  0.346,  0.231,  1.716,  0.029,  0.021,  0.515,  0.007
201.000,  7.500, 12.429,  0.000,  0.605,  0.143,  0.156,  0.277,  0.222,  0.195,  0.014,  0.061,  1.746,  0.468,  0.278,  0.185,  1.559,  0.026,  0.017,  0.468,  0.005
201.000,  8.000, 28.175,  0.000,  1.014,  0.285,  0.220,  0.423,  0.372,  0.275,  0.027,  0.118,  3.507,  0.659,  0.547,  0.365,  2.198,  0.037,  0.032,  0.659,  0.011
201.000,  8.500, 25.443,  0.000,  0.929,  0.262,  0.201,  0.387,  0.341,  0.251,  0.023,  0.102,  3.292,  0.603,  0.492,  0.328,  2.009,  0.033,  0.030,  0.603,  0.010
201.000,  9.000, 31.546,  0.000,  1.090,  0.314,  0.229,  0.447,  0.400,  0.286,  0.030,  0.128,  3.872,  0.688,  0.601,  0.401,  2.292,  0.038,  0.035,  0.688,  0.012
201.000,  9.500, 20.157,  0.000,  0.845,  0.214,  0.204,  0.373,  0.310,  0.255,  0.023,  0.099,  2.537,  0.613,  0.427,  0.284,  2.043,  0.034,  0.025,  0.613,  0.008
201.000, 10.000, 52.711,  0.000,  1.596,  0.489,  0.310,  0.630,  0.585,  0.388,  0.051,  0.220,  5.733,  0.931,  0.966,  0.644,  3.104,  0.052,  0.054,  0.931,  0.017
201.000, 10.500, 46.181,  0.000,  1.417,  0.439,  0.271,  0.555,  0.519,  0.339,  0.041,  0.177,  5.356,  0.814,  0.837,  0.558,  2.712,  0.045,  0.048,  0.814,  0.016
201.000, 11.000, 69.376,  0.000,  2.004,  0.619,  0.385,  0.786,  0.735,  0.481,  0.072,  0.314,  6.922,  1.155,  1.271,  0.847,  3.850,  0.064,  0.068,  1.155,  0.021
201.000, 11.500, 58.767,  0.000,  1.732,  0.537,  0.331,  0.677,  0.635,  0.414,  0.057,  0.246,  6.234,  0.993,  1.069,  0.712,  3.309,  0.055,  0.059,  0.993,  0.019
201.000, 12.000, 62.034,  0.000,  1.804,  0.563,  0.341,  0.702,  0.661,  0.427,  0.060,  0.260,  6.498,  1.024,  1.123,  0.749,  3.414,  0.057,  0.062,  1.024,  0.019
201.000, 12.500, 66.826,  0.000,  1.925,  0.599,  0.366,  0.751,  0.706,  0.457,  0.067,  0.291,  6.801,  1.097,  1.214,  0.810,  3.656,  0.061,  0.066,  1.097,  0.020
201.000, 13.000, 69.949,  0.000,  2.002,  0.622,  0.382,  0.782,  0.734,  0.477,  0.072,  0.313,  6.956,  1.145,  1.275,  0.850,  3.815,  0.064,  0.068,  1.145,  0.021
201.000, 13.500, 69.844,  0.000,  2.009,  0.621,  0.386,  0.788,  0.737,  0.482,  0.073,  0.317,  6.912,  1.158,  1.279,  0.852,  3.860,  0.064,  0.068,  1.158,  0.021
201.000, 14.000, 70.628,  0.000,  2.038,  0.627,  0.394,  0.802,  0.747,  0.492,  0.075,  0.326,  6.946,  1.182,  1.298,  0.866,  3.939,  0.066,  0.069,  1.182,  0.021
201.000, 14.500, 70.413,  0.000,  2.049,  0.624,  0.402,  0.811,  0.751,  0.502,  0.077,  0.335,  6.835,  1.205,  1.305,  0.870,  4.017,  0.067,  0.069,  1.205,  0.021
201.000, 15.000, 67.147,  0.000,  1.982,  0.600,  0.392,  0.788,  0.727,  0.490,  0.074,  0.319,  6.618,  1.175,  1.250,  0.833,  3.916,  0.065,  0.066,  1.175,  0.020
201.000, 15.500, 62.295,  0.000,  1.884,  0.560,  0.381,  0.758,  0.691,  0.476,  0.070,  0.302,  6.162,  1.143,  1.174,  0.783,  3.810,  0.063,  0.062,  1.143,  0.018
201.000, 16.000, 57.561,  0.000,  1.779,  0.523,  0.365,  0.721,  0.652,  0.456,  0.065,  0.280,  5.784,  1.095,  1.094,  0.729,  3.651,  0.061,  0.059,  1.095,  0.017
201.000, 16.500, 55.131,  0.000,  1.775,  0.502,  0.382,  0.737,  0.651,  0.478,  0.068,  0.295,  5.386,  1.146,  1.083,  0.722,  3.821,  0.064,  0.057,  1.146,  0.016
201.000, 17.000, 18.296,  0.000,  0.962,  0.197,  0.274,  0.466,  0.353,  0.342,  0.035,  0.153,  1.881,  0.821,  0.479,  0.319,  2.736,  0.046,  0.025,  0.821,  0.006
201.000, 17.500, 40.279,  0.000,  1.416,  0.381,  0.322,  0.606,  0.519,  0.403,  0.051,  0.221,  4.103,  0.967,  0.820,  0.546,  3.225,  0.054,  0.044,  0.967,  0.012
201.000, 18.000,  9.200,  0.000,  0.790,  0.122,  0.260,  0.418,  0.290,  0.325,  0.030,  0.130,  0.950,  0.780,  0.345,  0.230,  2.601,  0.043,  0.018,  0.780,  0.003
201.000, 18.500, 12.221,  0.000,  0.842,  0.147,  0.262,  0.431,  0.309,  0.328,  0.032,  0.137,  1.261,  0.787,  0.387,  0.258,  2.624,  0.044,  0.020,  0.787,  0.004
201.000, 19.000,  0.530,  0.000,  0.583,  0.047,  0.230,  0.346,  0.214,  0.287,  0.022,  0.096,  0.057,  0.689,  0.198,  0.132,  2.297,  0.038,  0.010,  0.689,  0.000
201.000, 19.500,  0.000,  0.000,  0.605,  0.045,  0.242,  0.363,  0.222,  0.303,  0.024,  0.104,  0.000,  0.727,  0.205,  0.136,  2.422,  0.040,  0.010,  0.727,  0.000
201.000, 20.000,  0.000,  0.000,  0.487,  0.037,  0.195,  0.292,  0.178,  0.243,  0.017,  0.072,  0.000,  0.584,  0.154,  0.103,  1.947,  0.032,  0.008,  0.584,  0.000
201.000, 20.500,  0.000,  0.000,  0.537,  0.040,  0.215,  0.322,  0.197,  0.269,  0.020,  0.085,  0.000,  0.645,  0.175,  0.117,  2.150,  0.036,  0.009,  0.645,  0.000
201.000, 21.000,  0.000,  0.000,  0.445,  0.033,  0.178,  0.267,  0.163,  0.222,  0.014,  0.061,  0.000,  0.534,  0.137,  0.091,  1.779,  0.030,  0.007,  0.534,  0.000
201.000, 21.500,  0.000,  0.000,  0.468,  0.035,  0.187,  0.281,  0.172,  0.234,  0.015,  0.067,  0.000,  0.562,  0.146,  0.098,  1.872,  0.031,  0.008,  0.562,  0.000
201.000, 22.000,  0.000,  0.000,  0.407,  0.031,  0.163,  0.244,  0.149,  0.203,  0.012,  0.053,  0.000,  0.488,  0.122,  0.081,  1.627,  0.027,  0.007,  0.488,  0.000
201.000, 22.500,  0.000,  0.000,  0.411,  0.031,  0.164,  0.247,  0.151,  0.206,  0.012,  0.054,  0.000,  0.493,  0.124,  0.082,  1.644,  0.027,  0.007,  0.493,  0.000
201.000, 23.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
201.000, 23.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
202.000,  0.000,  0.000,  0.000,  0.353,  0.027,  0.141,  0.212,  0.130,  0.177,  0.010,  0.041,  0.000,  0.424,  0.101,  0.068,  1.414,  0.024,  0.006,  0.424,  0.000
202.000,  0.500,  0.000,  0.000,  0.377,  0.028,  0.151,  0.226,  0.138,  0.188,  0.011,  0.046,  0.000,  0.452,  0.110,  0.073,  1.506,  0.025,  0.006,  0.452,  0.000
202.000,  1.000,  0.000,  0.000,  0.324,  0.024,  0.130,  0.195,  0.119,  0.162,  0.008,  0.036,  0.000,  0.389,  0.091,  0.060,  1.298,  0.022,  0.005,  0.389,  0.000
202.000,  1.500,  0.000,  0.000,  0.332,  0.025,  0.133,  0.199,  0.122,  0.166,  0.009,  0.037,  0.000,  0.399,  0.094,  0.062,  1.329,  0.022,  0.006,  0.399,  0.000
202.000,  2.000,  0.000,  0.000,  0.280,  0.021,  0.112,  0.168,  0.103,  0.140,  0.006,  0.028,  0.000,  0.336,  0.075,  0.050,  1.121,  0.019,  0.005,  0.336,  0.000
202.000,  2.500,  0.000,  0.000,  0.301,  0.023,  0.120,  0.181,  0.110,  0.151,  0.007,  0.032,  0.000,  0.361,  0.082,  0.055,  1.205,  0.020,  0.005,  0.361,  0.000
202.000,  3.000,  0.000,  0.000,  0.259,  0.019,  0.104,  0.155,  0.095,  0.129,  0.006,  0.024,  0.000,  0.311,  0.068,  0.045,  1.035,  0.017,  0.004,  0.311,  0.000
202.000,  3.500,  0.000,  0.000,  0.271,  0.020,  0.108,  0.163,  0.099,  0.136,  0.006,  0.026,  0.000,  0.325,  0.072,  0.048,  1.084,  0.018,  0.005,  0.325,  0.000
