# day,hour,isoprene,MBO,pinenes,ocimenes,carene,limonene,cymene,camphor,b-caryophyllene,longifolene,methanol,acetone,acetaldehyde and ethanol,formic acid; acetic acid; pyruvic acid,ethene; ethane,methacrolein,linalool,other VOC,CO
208.000, 19.000,  0.265,  0.000,  0.458,  0.036,  0.181,  0.273,  0.168,  0.227,  0.015,  0.064,  0.031,  0.544,  0.144,  0.096,  1.814,  0.030,  0.008,  0.544,  0.000
208.000, 19.500,  0.000,  0.000,  0.455,  0.034,  0.182,  0.273,  0.167,  0.227,  0.015,  0.064,  0.000,  0.546,  0.141,  0.094,  1.818,  0.030,  0.008,  0.546,  0.000
208.000, 20.000,  0.000,  0.000,  0.443,  0.033,  0.177,  0.266,  0.162,  0.221,  0.014,  0.062,  0.000,  0.531,  0.137,  0.091,  1.771,  0.030,  0.007,  0.531,  0.000
208.000, 20.500,  0.000,  0.000,  0.451,  0.034,  0.180,  0.271,  0.165,  0.226,  0.015,  0.064,  0.000,  0.541,  0.140,  0.093,  1.804,  0.030,  0.008,  0.541,  0.000
208.000, 21.000,  0.000,  0.000,  0.396,  0.030,  0.158,  0.238,  0.145,  0.198,  0.012,  0.051,  0.000,  0.475,  0.118,  0.079,  1.584,  0.026,  0.007,  0.475,  0.000
208.000, 21.500,  0.000,  0.000,  0.440,  0.033,  0.176,  0.264,  0.162,  0.220,  0.014,  0.061,  0.000,  0.529,  0.136,  0.091,  1.762,  0.029,  0.007,  0.529,  0.000
208.000, 22.000,  0.000,  0.000,  0.330,  0.025,  0.132,  0.198,  0.121,  0.165,  0.009,  0.037,  0.000,  0.396,  0.093,  0.062,  1.318,  0.022,  0.005,  0.396,  0.000
208.000, 22.500,  0.000,  0.000,  0.357,  0.027,  0.143,  0.214,  0.131,  0.178,  0.010,  0.043,  0.000,  0.428,  0.103,  0.069,  1.428,  0.024,  0.006,  0.428,  0.000
208.000, 23.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
208.000, 23.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
209.000,  0.000,  0.000,  0.000,  0.295,  0.022,  0.118,  0.177,  0.108,  0.147,  0.007,  0.031,  0.000,  0.353,  0.080,  0.054,  1.178,  0.020,  0.005,  0.353,  0.000
209.000,  0.500,  0.000,  0.000,  0.332,  0.025,  0.133,  0.199,  0.122,  0.166,  0.009,  0.038,  0.000,  0.399,  0.094,  0.063,  1.330,  0.022,  0.006,  0.399,  0.000
209.000,  1.000,  0.000,  0.000,  0.269,  0.020,  0.108,  0.161,  0.099,  0.134,  0.006,  0.026,  0.000,  0.323,  0.071,  0.048,  1.075,  0.018,  0.004,  0.323,  0.000
209.000,  1.500,  0.000,  0.000,  0.286,  0.021,  0.115,  0.172,  0.105,  0.143,  0.007,  0.029,  0.000,  0.344,  0.078,  0.052,  1.145,  0.019,  0.005,  0.344,  0.000
209.000,  2.000,  0.000,  0.000,  0.273,  0.020,  0.109,  0.164,  0.100,  0.137,  0.006,  0.027,  0.000,  0.328,  0.073,  0.049,  1.092,  0.018,  0.005,  0.328,  0.000
209.000,  2.500,  0.000,  0.000,  0.270,  0.020,  0.108,  0.162,  0.099,  0.135,  0.006,  0.027,  0.000,  0.324,  0.072,  0.048,  1.080,  0.018,  0.004,  0.324,  0.000
209.000,  3.000,  0.000,  0.000,  0.267,  0.020,  0.107,  0.160,  0.098,  0.133,  0.006,  0.026,  0.000,  0.320,  0.071,  0.047,  1.066,  0.018,  0.004,  0.320,  0.000
209.000,  3.500,  0.000,  0.000,  0.267,  0.020,  0.107,  0.160,  0.098,  0.134,  0.006,  0.026,  0.000,  0.320,  0.071,  0.047,  1.068,  0.018,  0.004,  0.320,  0.000
209.000,  4.000,  0.000,  0.000,  0.249,  0.019,  0.100,  0.149,  0.091,  0.125,  0.005,  0.023,  0.000,  0.299,  0.065,  0.043,  0.996,  0.017,  0.004,  0.299,  0.000
209.000,  4.500,  0.000,  0.000,  0.260,  0.020,  0.104,  0.156,  0.095,  0.130,  0.006,  0.025,  0.000,  0.312,  0.069,  0.046,  1.041,  0.017,  0.004,  0.312,  0.000
209.000,  5.000,  2.267,  0.000,  0.300,  0.041,  0.104,  0.164,  0.110,  0.130,  0.006,  0.027,  0.340,  0.311,  0.098,  0.065,  1.036,  0.017,  0.006,  0.311,  0.001
209.000,  5.500,  0.771,  0.000,  0.265,  0.026,  0.100,  0.153,  0.097,  0.125,  0.006,  0.024,  0.117,  0.301,  0.076,  0.050,  1.004,  0.017,  0.005,  0.301,  0.000
209.000,  6.000,  8.741,  0.000,  0.471,  0.103,  0.128,  0.222,  0.173,  0.160,  0.010,  0.045,  1.220,  0.384,  0.205,  0.136,  1.279,  0.021,  0.013,  0.384,  0.004
209.000,  6.500,  9.196,  0.000,  0.464,  0.108,  0.121,  0.213,  0.170,  0.151,  0.010,  0.041,  1.353,  0.362,  0.204,  0.136,  1.205,  0.020,  0.013,  0.362,  0.004
209.000,  7.000, 19.290,  0.000,  0.778,  0.200,  0.185,  0.341,  0.285,  0.231,  0.021,  0.089,  2.355,  0.555,  0.398,  0.265,  1.851,  0.031,  0.023,  0.555,  0.007
209.000,  7.500, 18.457,  0.000,  0.713,  0.194,  0.160,  0.303,  0.261,  0.200,  0.017,  0.072,  2.449,  0.480,  0.362,  0.241,  1.601,  0.027,  0.022,  0.480,  0.007
209.000,  8.000, 30.940,  0.000,  1.084,  0.300,  0.239,  0.456,  0.397,  0.299,  0.033,  0.142,  3.437,  0.717,  0.606,  0.404,  2.391,  0.040,  0.034,  0.717,  0.010
209.000,  8.500, 30.133,  0.000,  1.035,  0.295,  0.221,  0.428,  0.379,  0.276,  0.029,  0.126,  3.498,  0.663,  0.576,  0.384,  2.211,  0.037,  0.033,  0.663,  0.010
209.000,  9.000, 34.731,  0.000,  1.145,  0.331,  0.240,  0.469,  0.420,  0.300,  0.034,  0.147,  3.862,  0.719,  0.656,  0.438,  2.397,  0.040,  0.037,  0.719,  0.012
209.000,  9.500, 35.241,  0.000,  1.154,  0.337,  0.239,  0.470,  0.423,  0.299,  0.034,  0.147,  3.960,  0.718,  0.662,  0.442,  2.392,  0.040,  0.038,  0.718,  0.012
209.000, 10.000, 39.729,  0.000,  1.257,  0.372,  0.256,  0.507,  0.461,  0.320,  0.038,  0.167,  4.308,  0.767,  0.739,  0.493,  2.558,  0.043,  0.042,  0.767,  0.013
209.000, 10.500, 39.264,  0.000,  1.244,  0.369,  0.252,  0.501,  0.456,  0.315,  0.038,  0.163,  4.305,  0.757,  0.729,  0.486,  2.522,  0.042,  0.041,  0.757,  0.013
209.000, 11.000, 41.519,  0.000,  1.287,  0.386,  0.257,  0.515,  0.472,  0.322,  0.039,  0.171,  4.478,  0.772,  0.765,  0.510,  2.573,  0.043,  0.043,  0.772,  0.013
209.000, 11.500, 39.526,  0.000,  1.235,  0.371,  0.246,  0.493,  0.453,  0.308,  0.037,  0.158,  4.369,  0.739,  0.726,  0.484,  2.463,  0.041,  0.041,  0.739,  0.013
209.000, 12.000, 43.273,  0.000,  1.326,  0.400,  0.263,  0.528,  0.486,  0.329,  0.041,  0.179,  4.615,  0.790,  0.794,  0.529,  2.632,  0.044,  0.044,  0.790,  0.014
209.000, 12.500, 42.437,  0.000,  1.307,  0.393,  0.260,  0.522,  0.479,  0.325,  0.040,  0.175,  4.552,  0.781,  0.780,  0.520,  2.603,  0.043,  0.044,  0.781,  0.014
209.000, 13.000, 41.324,  0.000,  1.277,  0.384,  0.254,  0.510,  0.468,  0.318,  0.039,  0.168,  4.468,  0.762,  0.759,  0.506,  2.542,  0.042,  0.043,  0.762,  0.013
209.000, 13.500, 40.371,  0.000,  1.252,  0.376,  0.250,  0.501,  0.459,  0.313,  0.038,  0.164,  4.375,  0.750,  0.742,  0.495,  2.501,  0.042,  0.042,  0.750,  0.013
209.000, 14.000, 38.147,  0.000,  1.198,  0.359,  0.241,  0.480,  0.439,  0.301,  0.035,  0.154,  4.205,  0.722,  0.702,  0.468,  2.405,  0.040,  0.040,  0.722,  0.013
209.000, 14.500, 37.795,  0.000,  1.196,  0.355,  0.243,  0.482,  0.439,  0.304,  0.036,  0.156,  4.123,  0.729,  0.701,  0.467,  2.429,  0.040,  0.040,  0.729,  0.012
209.000, 15.000, 34.486,  0.000,  1.116,  0.329,  0.229,  0.452,  0.409,  0.286,  0.032,  0.139,  3.878,  0.686,  0.642,  0.428,  2.288,  0.038,  0.037,  0.686,  0.012
209.000, 15.500, 33.618,  0.000,  1.106,  0.320,  0.232,  0.453,  0.406,  0.290,  0.033,  0.142,  3.706,  0.696,  0.634,  0.423,  2.320,  0.039,  0.036,  0.696,  0.011
209.000, 16.000, 28.700,  0.000,  0.983,  0.280,  0.210,  0.406,  0.361,  0.262,  0.027,  0.118,  3.331,  0.629,  0.546,  0.364,  2.096,  0.035,  0.032,  0.629,  0.010
209.000, 16.500, 27.797,  0.000,  0.986,  0.271,  0.220,  0.417,  0.362,  0.274,  0.029,  0.125,  3.105,  0.659,  0.545,  0.363,  2.196,  0.037,  0.031,  0.659,  0.009
209.000, 17.000,  8.821,  0.000,  0.572,  0.107,  0.172,  0.287,  0.210,  0.215,  0.016,  0.071,  1.031,  0.517,  0.248,  0.165,  1.723,  0.029,  0.014,  0.517,  0.003
209.000, 17.500, 19.793,  0.000,  0.793,  0.203,  0.190,  0.348,  0.291,  0.237,  0.022,  0.095,  2.324,  0.569,  0.409,  0.273,  1.898,  0.032,  0.024,  0.569,  0.007
209.000, 18.000,  3.944,  0.000,  0.449,  0.063,  0.154,  0.244,  0.164,  0.192,  0.012,  0.054,  0.476,  0.461,  0.166,  0.111,  1.538,  0.026,  0.010,  0.461,  0.001
209.000, 18.500,  5.891,  0.000,  0.509,  0.081,  0.166,  0.268,  0.187,  0.207,  0.015,  0.063,  0.692,  0.498,  0.203,  0.136,  1.659,  0.028,  0.012,  0.498,  0.002
209.000, 19.000,  0.128,  0.000,  0.314,  0.025,  0.125,  0.188,  0.115,  0.156,  0.008,  0.034,  0.017,  0.374,  0.089,  0.059,  1.247,  0.021,  0.005,  0.374,  0.000
209.000, 19.500,  0.000,  0.000,  0.334,  0.025,  0.134,  0.201,  0.123,  0.167,  0.009,  0.039,  0.000,  0.401,  0.095,  0.063,  1.337,  0.022,  0.006,  0.401,  0.000
209.000, 20.000,  0.000,  0.000,  0.301,  0.023,  0.120,  0.180,  0.110,  0.150,  0.007,  0.032,  0.000,  0.361,  0.083,  0.055,  1.203,  0.020,  0.005,  0.361,  0.000
209.000, 20.500,  0.000,  0.000,  0.313,  0.023,  0.125,  0.188,  0.115,  0.157,  0.008,  0.035,  0.000,  0.376,  0.087,  0.058,  1.252,  0.021,  0.005,  0.376,  0.000
209.000, 21.000,  0.000,  0.000,  0.255,  0.019,  0.102,  0.153,  0.093,  0.127,  0.006,  0.024,  0.000,  0.306,  0.067,  0.044,  1.019,  0.017,  0.004,  0.306,  0.000
209.000, 21.500,  0.000,  0.000,  0.256,  0.019,  0.103,  0.154,  0.094,  0.128,  0.006,  0.025,  0.000,  0.308,  0.067,  0.045,  1.026,  0.017,  0.004,  0.308,  0.000
209.000, 22.000,  0.000,  0.000,  0.232,  0.017,  0.093,  0.139,  0.085,  0.116,  0.005,  0.021,  0.000,  0.279,  0.059,  0.039,  0.929,  0.015,  0.004,  0.279,  0.000
209.000, 22.500,  0.000,  0.000,  0.244,  0.018,  0.097,  0.146,  0.089,  0.122,  0.005,  0.022,  0.000,  0.292,  0.063,  0.042,  0.974,  0.016,  0.004,  0.292,  0.000
209.000, 23.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
209.000, 23.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000,  0.000,  0.000,  0.000,  0.202,  0.015,  0.081,  0.121,  0.074,  0.101,  0.004,  0.016,  0.000,  0.242,  0.049,  0.033,  0.808,  0.013,  0.003,  0.242,  0.000
210.000,  0.500,  0.000,  0.000,  0.209,  0.016,  0.084,  0.125,  0.077,  0.105,  0.004,  0.017,  0.000,  0.251,  0.052,  0.034,  0.836,  0.014,  0.003,  0.251,  0.000
210.000,  1.000,  0.000,  0.000,  0.186,  0.014,  0.074,  0.112,  0.068,  0.093,  0.003,  0.014,  0.000,  0.223,  0.044,  0.030,  0.745,  0.012,  0.003,  0.223,  0.000
210.000,  1.500,  0.000,  0.000,  0.191,  0.014,  0.076,  0.114,  0.070,  0.095,  0.003,  0.015,  0.000,  0.229,  0.046,  0.031,  0.763,  0.013,  0.003,  0.229,  0.000
210.000,  2.000,  0.000,  0.000,  0.171,  0.013,  0.068,  0.103,  0.063,  0.086,  0.003,  0.012,  0.000,  0.205,  0.040,  0.027,  0.685,  0.011,  0.003,  0.205,  0.000
210.000,  2.500,  0.000,  0.000,  0.169,  0.013,  0.067,  0.101,  0.062,  0.084,  0.003,  0.012,  0.000,  0.202,  0.039,  0.026,  0.674,  0.011,  0.003,  0.202,  0.000
210.000,  3.000,  0.000,  0.000,  0.163,  0.012,  0.065,  0.098,  0.060,  0.081,  0.003,  0.011,  0.000,  0.195,  0.037,  0.025,  0.651,  0.011,  0.003,  0.195,  0.000
210.000,  3.500,  0.000,  0.000,  0.170,  0.013,  0.068,  0.102,  0.062,  0.085,  0.003,  0.012,  0.000,  0.204,  0.039,  0.026,  0.679,  0.011,  0.003,  0.204,  0.000
210.000,  4.000,  0.000,  0.000,  0.161,  0.012,  0.065,  0.097,  0.059,  0.081,  0.003,  0.011,  0.000,  0.194,  0.037,  0.025,  0.645,  0.011,  0.003,  0.194,  0.000
210.000,  4.500,  0.000,  0.000,  0.161,  0.012,  0.064,  0.096,  0.059,  0.080,  0.003,  0.011,  0.000,  0.193,  0.037,  0.024,  0.643,  0.011,  0.003,  0.193,  0.000
210.000,  5.000,  1.085,  0.000,  0.182,  0.023,  0.064,  0.101,  0.067,  0.080,  0.003,  0.012,  0.192,  0.193,  0.051,  0.034,  0.644,  0.011,  0.004,  0.193,  0.001
210.000,  5.500,  0.447,  0.000,  0.173,  0.017,  0.066,  0.100,  0.063,  0.082,  0.003,  0.012,  0.081,  0.197,  0.044,  0.029,  0.658,  0.011,  0.003,  0.197,  0.000
210.000,  6.000,  4.606,  0.000,  0.284,  0.060,  0.079,  0.136,  0.104,  0.099,  0.005,  0.020,  0.777,  0.237,  0.109,  0.073,  0.789,  0.013,  0.008,  0.237,  0.002
210.000,  6.500,  4.116,  0.000,  0.253,  0.055,  0.069,  0.120,  0.093,  0.086,  0.004,  0.016,  0.770,  0.207,  0.095,  0.063,  0.689,  0.011,  0.007,  0.207,  0.002
210.000,  7.000, 10.562,  0.000,  0.478,  0.120,  0.117,  0.212,  0.175,  0.146,  0.010,  0.041,  1.541,  0.350,  0.219,  0.146,  1.166,  0.019,  0.014,  0.350,  0.005
210.000,  7.500,  9.928,  0.000,  0.436,  0.115,  0.102,  0.189,  0.160,  0.127,  0.008,  0.033,  1.587,  0.305,  0.197,  0.132,  1.017,  0.017,  0.013,  0.305,  0.005
210.000,  8.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000,  8.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000,  9.000, 22.475,  0.000,  0.804,  0.227,  0.173,  0.334,  0.295,  0.216,  0.020,  0.086,  2.810,  0.519,  0.428,  0.285,  1.731,  0.029,  0.026,  0.519,  0.008
210.000,  9.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000, 10.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000, 10.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000, 11.000, 31.983,  0.000,  1.052,  0.307,  0.218,  0.428,  0.386,  0.272,  0.030,  0.129,  3.640,  0.654,  0.598,  0.399,  2.179,  0.036,  0.034,  0.654,  0.011
210.000, 11.500, 28.741,  0.000,  0.960,  0.281,  0.198,  0.390,  0.352,  0.248,  0.026,  0.111,  3.407,  0.595,  0.535,  0.357,  1.984,  0.033,  0.031,  0.595,  0.010
210.000, 12.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000, 12.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000, 13.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000, 13.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000, 14.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan
210.000, 14.500, 25.176,  0.000,  0.877,  0.251,  0.186,  0.362,  0.321,  0.233,  0.023,  0.098,  3.059,  0.559,  0.476,  0.318,  1.864,  0.031,  0.028,  0.559,  0.009
210.000, 15.000, 26.227,  0.000,  0.918,  0.259,  0.198,  0.382,  0.336,  0.248,  0.025,  0.108,  3.082,  0.595,  0.502,  0.335,  1.983,  0.033,  0.029,  0.595,  0.009
210.000, 15.500, 28.285,  0.000,  0.974,  0.274,  0.211,  0.405,  0.357,  0.263,  0.028,  0.121,  3.191,  0.632,  0.542,  0.362,  2.107,  0.035,  0.031,  0.632,  0.010
210.000, 16.000, 18.294,  0.000,  0.724,  0.189,  0.170,  0.315,  0.265,  0.213,  0.019,  0.081,  2.229,  0.510,  0.370,  0.247,  1.700,  0.028,  0.022,  0.510,  0.007
210.000, 16.500, 21.354,  0.000,  0.806,  0.216,  0.184,  0.346,  0.296,  0.230,  0.022,  0.093,  2.537,  0.553,  0.425,  0.283,  1.844,  0.031,  0.025,  0.553,  0.008
210.000, 17.000, 12.870,  0.000,  0.642,  0.141,  0.174,  0.303,  0.235,  0.218,  0.018,  0.077,  1.508,  0.522,  0.303,  0.202,  1.741,  0.029,  0.018,  0.522,  0.005
210.000, 17.500, 16.862,  0.000,  0.712,  0.176,  0.176,  0.318,  0.261,  0.220,  0.019,  0.083,  2.004,  0.528,  0.357,  0.238,  1.759,  0.029,  0.021,  0.528,  0.006
210.000, 18.000,  5.455,  0.000,  0.501,  0.077,  0.166,  0.266,  0.184,  0.207,  0.015,  0.063,  0.630,  0.497,  0.198,  0.132,  1.657,  0.028,  0.011,  0.497,  0.002
210.000, 18.500,  7.747,  0.000,  0.552,  0.097,  0.171,  0.281,  0.202,  0.214,  0.016,  0.069,  0.894,  0.513,  0.233,  0.155,  1.712,  0.029,  0.013,  0.513,  0.003
210.000, 19.000,  0.109,  0.000,  0.339,  0.026,  0.135,  0.203,  0.124,  0.169,  0.009,  0.040,  0.014,  0.405,  0.098,  0.065,  1.350,  0.023,  0.006,  0.405,  0.000
210.000, 19.500,  0.000,  0.000,  0.364,  0.027,  0.145,  0.218,  0.133,  0.182,  0.010,  0.045,  0.000,  0.436,  0.106,  0.071,  1.454,  0.024,  0.006,  0.436,  0.000
210.000, 20.000,  0.000,  0.000,  0.288,  0.022,  0.115,  0.173,  0.106,  0.144,  0.007,  0.030,  0.000,  0.346,  0.079,  0.052,  1.152,  0.019,  0.005,  0.346,  0.000
210.000, 20.500,  0.000,  0.000,  0.316,  0.024,  0.127,  0.190,  0.116,  0.158,  0.008,  0.035,  0.000,  0.380,  0.089,  0.059,  1.266,  0.021,  0.005,  0.380,  0.000
210.000, 21.000,  0.000,  0.000,  0.260,  0.019,  0.104,  0.156,  0.095,  0.130,  0.006,  0.025,  0.000,  0.311,  0.069,  0.046,  1.038,  0.017,  0.004,  0.311,  0.000
210.000, 21.500,  0.000,  0.000,  0.271,  0.020,  0.108,  0.162,  0.099,  0.135,  0.006,  0.027,  0.000,  0.325,  0.072,  0.048,  1.083,  0.018,  0.005,  0.325,  0.000
210.000, 22.000,  0.000,  0.000,  0.242,  0.018,  0.097,  0.145,  0.089,  0.121,  0.005,  0.022,  0.000,  0.290,  0.063,  0.042,  0.967,  0.016,  0.004,  0.290,  0.000
210.000, 22.500,  0.000,  0.000,  0.241,  0.018,  0.096,  0.144,  0.088,  0.120,  0.005,  0.022,  0.000,  0.289,  0.062,  0.041,  0.962,  0.016,  0.004,  0.289,  0.000
210.000, 23.000,  0.000,  0.000,  0.232,  0.017,  0.093,  0.139,  0.085,  0.116,  0.005,  0.021,  0.000,  0.279,  0.059,  0.040,  0.929,  0.015,  0.004,  0.279,  0.000
210.000, 23.500,  0.000,  0.000,  0.235,  0.018,  0.094,  0.141,  0.086,  0.118,  0.005,  0.021,  0.000,  0.282,  0.060,  0.040,  0.940,  0.016,  0.004,  0.282,  0.000
